"player","pos","age","team","games_played","games_started","min","fg","fga","fg_perc","threes_made","threes_att","threes_perc","twos_made","twos_att","twos_perc","efg_perc","ft","fta","ft_perc","o_reb","d_reb","tot_reb","ast","stl","blk","tover","fouls","pts","year","height","weight","college","yr_start","yr_retire","rookie","miss","eff","prim_pos","pos_num","year_exp"
"Hubert Davis","SG",28,"DAL",50,21,27.6,3.5,7.9,0.438,1.3,2.9,0.451,2.2,5.1,0.431,0.52,0.9,1,0.88,0.1,1.7,1.7,1.8,0.4,0.1,1.1,1.5,9.1,1998,77,183,"UNC",1993,2004,"Not Rookie",4.4,7.6,"SG",2,5
"J.R. Reid","PF",30,"TOT",41,26,25.1,3.2,6.8,0.477,0,0,0,3.2,6.7,0.478,0.477,2.6,3.3,0.766,1.1,4.1,5.2,1.2,0.9,0.2,1.2,3.3,9,1998,81,247,"UNC",1990,2001,"Not Rookie",3.6,11.7,"PF",4,8
"Jeff McInnis","PG",24,"WAS",35,6,12.2,1.4,3.8,0.373,0.3,1,0.257,1.2,2.8,0.414,0.407,0.6,0.8,0.75,0.3,0.3,0.6,2.1,0.5,0,0.9,1,3.7,1998,76,190,"UNC",1997,2008,"Not Rookie",2.4,3.6,"PG",1,1
"Jerry Stackhouse","SG",24,"DET",42,9,28.3,4.3,11.6,0.371,0.8,3,0.278,3.5,8.6,0.403,0.407,5,5.9,0.85,0.6,1.9,2.5,2.8,0.8,0.5,2.9,1.9,14.5,1998,78,218,"UNC",1996,2013,"Not Rookie",7.3,10.9,"SG",2,2
"Joe Wolf","PF",34,"NOP",3,0,4,0,0.3,0,0,0,0,0,0.3,0,0,0,0.7,0,0,0.3,0.3,0,0,0,0,2,0,1998,83,230,"UNC",1988,1999,"Not Rookie",0.3,0,"PF",4,10
"Pete Chilcutt","PF",30,"MEM",46,0,15.2,1.4,3.7,0.366,0.6,1.5,0.382,0.8,2.3,0.356,0.442,0.3,0.4,0.824,0.6,1.9,2.5,0.7,0.5,0.3,0.6,1.1,3.6,1998,82,230,"UNC",1992,2000,"Not Rookie",2.3,4.7,"PF",4,6
"Rasheed Wallace","PF",24,"POR",49,18,28.9,4.9,9.7,0.508,0.3,0.6,0.419,4.7,9.1,0.515,0.522,2.7,3.7,0.732,1.2,3.8,4.9,1.2,1,1.1,1.6,3.6,12.8,1998,82,225,"UNC",1996,2013,"Not Rookie",4.8,14.6,"PF",4,2
"Rick Fox","SF",29,"LAL",44,1,21.5,3.4,7.5,0.448,0.7,2.2,0.337,2.6,5.3,0.494,0.497,1.5,2,0.742,0.6,1.4,2,2,0.6,0.2,1.3,2.6,9,1998,79,230,"UNC",1992,2004,"Not Rookie",4.1,8.4,"SF",3,6
"Sam Perkins","PF",37,"IND",48,0,16.4,1.7,4.2,0.4,0.7,1.9,0.389,0.9,2.3,0.409,0.488,0.9,1.3,0.717,0.8,2.1,2.9,0.5,0.3,0.3,0.5,1.5,5,1998,81,235,"UNC",1985,2001,"Not Rookie",2.5,6,"PF",4,13
"Scott Williams","C",30,"TOT",7,0,6.6,0.7,2.4,0.294,0,0,0,0.7,2.4,0.294,0.294,0.6,1,0.571,0.4,1.6,2,0.1,0.4,0.3,0.6,1.3,2,1998,82,230,"UNC",1991,2005,"Not Rookie",1.7,2.5,"C",5,7
"Shammond Williams","PG",23,"ATL",2,0,2,0,0.5,0,0,0,0,0,0.5,0,0,1.5,2,0.75,0,0,0,0.5,0,0,0,0,1.5,1998,73,201,"UNC",1999,2007,"Not Rookie",0.5,1.5,"PG",1,-1
"Antawn Jamison","SF",23,"GSW",43,41,36.2,8.3,17.6,0.471,0,0.2,0.286,8.2,17.4,0.473,0.472,3,4.8,0.611,4,4.3,8.3,2.1,0.7,0.3,2.6,2.7,19.6,1999,80,223,"UNC",1999,2014,"Rookie",9.3,19.1,"SF",3,0
"Eric Montross","C",28,"DET",51,0,6.5,0.3,1.1,0.309,0,0,0,0.3,1.1,0.309,0.309,0.1,0.2,0.5,0.4,1.1,1.4,0.1,0.1,0.2,0.4,1.6,0.8,1999,84,270,"UNC",1995,2002,"Not Rookie",0.8,1.4,"C",5,4
"George Lynch","SF",29,"PHI",75,75,32.2,4,8.6,0.461,0.2,0.5,0.417,3.8,8.1,0.464,0.473,1.5,2.4,0.617,2.9,4.9,7.8,1.8,1.6,0.5,1.6,3.1,9.6,1999,80,218,"UNC",1994,2005,"Not Rookie",4.6,15.1,"SF",3,5
"Hubert Davis","PG",29,"DAL",79,15,23,2.7,5.9,0.468,1,2.1,0.491,1.7,3.8,0.455,0.556,0.8,1,0.87,0.2,1.5,1.7,1.8,0.3,0,0.9,1.4,7.4,1999,77,183,"UNC",1993,2004,"Not Rookie",3.2,7.1,"PG",1,6
"J.R. Reid","PF",31,"MIL",34,7,17.7,1.6,3.7,0.417,0,0.2,0.143,1.5,3.5,0.433,0.421,1.3,1.6,0.768,0.9,2.6,3.4,0.5,0.6,0.1,0.6,2.4,4.4,1999,81,247,"UNC",1990,2001,"Not Rookie",2.1,6.3,"PF",4,9
"Jeff McInnis","PG",25,"LAC",25,10,23.9,3.2,7.4,0.43,0.3,0.8,0.333,2.9,6.6,0.442,0.449,0.5,0.7,0.765,0.7,2.2,2.9,3.6,0.6,0.1,1.1,2.2,7.2,1999,76,190,"UNC",1997,2008,"Not Rookie",4.2,9.1,"PG",1,2
"Jerry Stackhouse","SG",25,"DET",82,82,38.4,7.5,17.6,0.428,1,3.5,0.288,6.5,14.1,0.462,0.456,7.5,9.2,0.815,1.4,2.4,3.8,4.5,1.3,0.4,3.8,2.3,23.6,1999,78,218,"UNC",1996,2013,"Not Rookie",10.1,19.7,"SG",2,3
"Pete Chilcutt","PF",31,"TOT",56,2,10.7,0.9,2.3,0.417,0.1,0.5,0.231,0.8,1.8,0.465,0.441,0.1,0.1,1,0.8,1.5,2.3,0.5,0.3,0.2,0.4,1.3,2.1,1999,82,230,"UNC",1992,2000,"Not Rookie",1.4,3.6,"PF",4,7
"Rasheed Wallace","PF",25,"POR",81,77,35.1,6.7,12.9,0.519,0.1,0.6,0.16,6.6,12.3,0.537,0.522,2.9,4.1,0.704,1.6,5.4,7,1.8,1.1,1.3,1.9,2.7,16.4,1999,82,225,"UNC",1996,2013,"Not Rookie",6.2,19.5,"PF",4,3
"Rick Fox","SF",30,"LAL",82,1,18,2.5,6.1,0.414,0.7,2.2,0.326,1.8,3.9,0.464,0.473,0.8,1,0.808,0.8,1.6,2.4,1.7,0.6,0.3,1.1,2.5,6.5,1999,79,230,"UNC",1992,2004,"Not Rookie",3.6,6.8,"SF",3,7
"Sam Perkins","PF",38,"IND",81,0,20,2.3,5.4,0.417,1.1,2.7,0.408,1.2,2.8,0.426,0.518,1,1.2,0.825,0.8,2.8,3.6,0.8,0.4,0.4,0.8,1.7,6.6,1999,81,235,"UNC",1985,2001,"Not Rookie",3.1,7.9,"PF",4,14
"Scott Williams","C",31,"MIL",68,46,21.9,3.1,6.3,0.5,0,0,0,3.1,6.3,0.5,0.5,1.4,1.9,0.729,2.6,4,6.6,0.4,0.6,1,1,3.4,7.6,1999,82,230,"UNC",1991,2005,"Not Rookie",3.2,12,"C",5,8
"Shammond Williams","PG",24,"SEA",43,5,12,2,5.2,0.373,0.6,1.9,0.296,1.4,3.3,0.417,0.427,0.8,1.2,0.647,0.3,0.9,1.2,1.8,0.4,0,0.9,0.9,5.2,1999,73,201,"UNC",1999,2007,"Rookie",3.2,4.5,"PG",1,0
"Antawn Jamison","SF",24,"GSW",82,82,41.4,9.8,22.1,0.442,0.8,2.5,0.302,9,19.6,0.459,0.459,4.7,6.5,0.715,3.4,5.3,8.7,2,1.4,0.3,2.4,2.7,24.9,2000,80,223,"UNC",1999,2014,"Not Rookie",12.3,22.6,"SF",3,1
"Eric Montross","C",29,"TOT",54,21,12,1,2.6,0.406,0,0,0,1,2.6,0.406,0.406,0.1,0.6,0.258,1,2.2,3.2,0.4,0.2,0.5,0.8,2.1,2.2,2000,84,270,"UNC",1995,2002,"Not Rookie",1.6,4.1,"C",5,5
"George Lynch","SF",30,"PHI",82,80,32.3,3.3,7.5,0.445,0.2,0.7,0.263,3.2,6.8,0.463,0.457,1.5,2.1,0.719,2.4,4.8,7.2,1.7,1.2,0.4,1.3,2.7,8.4,2000,80,218,"UNC",1994,2005,"Not Rookie",4.2,13.4,"SF",3,6
"Hubert Davis","PG",30,"TOT",66,18,25.6,3,6.6,0.453,1.2,2.6,0.456,1.8,4,0.45,0.543,0.8,0.9,0.871,0.4,1.7,2.1,1.7,0.5,0,1.2,1.8,7.9,2000,77,183,"UNC",1993,2004,"Not Rookie",3.6,7.4,"PG",1,7
"J.R. Reid","PF",32,"CLE",6,0,6.5,0.3,0.8,0.4,0,0,0,0.3,0.8,0.4,0.4,1,1.3,0.75,0.8,0.5,1.3,0.2,0.3,0.2,0.2,0.7,1.7,2000,81,247,"UNC",1990,2001,"Not Rookie",0.5,3,"PF",4,10
"Jeff McInnis","PG",26,"LAC",81,81,35,5.3,11.5,0.463,0.6,1.8,0.361,4.7,9.7,0.482,0.491,1.6,2,0.807,0.5,2.2,2.7,5.5,0.9,0.1,1.4,2.5,12.9,2000,76,190,"UNC",1997,2008,"Not Rookie",6.2,14.5,"PG",1,3
"Jerry Stackhouse","SG",26,"DET",80,80,40.2,9.7,24.1,0.402,2.1,5.9,0.351,7.6,18.2,0.418,0.445,8.3,10.1,0.822,1.2,2.7,3.9,5.1,1.2,0.7,4.1,2,29.8,2000,78,218,"UNC",1996,2013,"Not Rookie",14.4,22.2,"SG",2,4
"Rasheed Wallace","PF",26,"POR",77,75,38.2,7.7,15.3,0.501,0.7,2.1,0.321,7,13.2,0.53,0.523,3.2,4.2,0.766,1.9,5.9,7.8,2.8,1.2,1.8,2.1,2.7,19.2,2000,82,225,"UNC",1996,2013,"Not Rookie",7.6,23.1,"PF",4,4
"Rick Fox","SF",31,"LAL",82,77,27.9,3.5,7.9,0.444,1.4,3.7,0.393,2.1,4.2,0.488,0.536,1.2,1.5,0.779,1,3,4,3.2,0.9,0.4,1.7,2.7,9.6,2000,79,230,"UNC",1992,2004,"Not Rookie",4.4,12,"SF",3,8
"Sam Perkins","PF",39,"IND",64,41,15.6,1.3,3.5,0.381,0.6,1.7,0.345,0.8,1.8,0.414,0.465,0.5,0.6,0.842,0.5,2.1,2.6,0.6,0.5,0.3,0.3,1,3.8,2000,81,235,"UNC",1985,2001,"Not Rookie",2.2,5.3,"PF",4,15
"Scott Williams","C",32,"MIL",66,31,19.3,2.6,5.5,0.474,0,0.1,0.25,2.6,5.4,0.476,0.475,0.9,1.1,0.857,1.5,4,5.5,0.5,0.7,0.5,0.6,2.7,6.1,2000,82,230,"UNC",1991,2005,"Not Rookie",2.9,9.8,"C",5,9
"Shammond Williams","PG",25,"SEA",69,6,17.9,2.3,5.3,0.438,0.9,1.9,0.459,1.4,3.4,0.426,0.52,1.2,1.4,0.875,0.5,1.4,1.9,2.8,0.4,0.1,1.2,1.2,6.8,2000,73,201,"UNC",1999,2007,"Not Rookie",3,7.8,"PG",1,1
"Antawn Jamison","SF",25,"GSW",82,82,37,7.5,16.8,0.447,0.8,2.6,0.324,6.7,14.2,0.469,0.471,3.9,5.4,0.734,2.6,4.2,6.8,2,0.9,0.5,2,2.3,19.7,2001,80,223,"UNC",1999,2014,"Not Rookie",9.3,18.6,"SF",3,2
"Brendan Haywood","C",22,"WAS",62,2,20.4,1.8,3.6,0.493,0,0,0,1.8,3.6,0.493,0.493,1.6,2.6,0.606,2.3,2.9,5.2,0.5,0.3,1.5,0.8,2.5,5.1,2001,84,268,"UNC",2002,2015,"Not Rookie",1.8,10,"C",5,-1
"Eric Montross","C",30,"TOR",49,24,13.4,1.1,2.7,0.402,0,0,0,1.1,2.7,0.405,0.402,0.2,0.6,0.323,0.7,2.1,2.9,0.3,0.2,0.5,0.5,1.9,2.4,2001,84,270,"UNC",1995,2002,"Not Rookie",1.6,4.2,"C",5,6
"George Lynch","SF",31,"NOP",45,18,19.8,1.6,4.4,0.369,0,0.1,0.167,1.6,4.3,0.375,0.371,0.6,0.9,0.625,1.6,2.6,4.1,1.2,0.9,0.3,0.9,1.7,3.8,2001,80,218,"UNC",1994,2005,"Not Rookie",2.8,6.6,"SF",3,7
"Hubert Davis","SG",31,"WAS",51,17,24.1,2.9,6.4,0.448,1.1,2.5,0.452,1.7,3.9,0.445,0.535,0.3,0.4,0.762,0.1,1.4,1.5,2.1,0.5,0.1,0.9,1.1,7.2,2001,77,183,"UNC",1993,2004,"Not Rookie",3.5,7,"SG",2,8
"Jeff McInnis","PG",27,"LAC",81,80,37.4,5.7,13.8,0.413,0.9,2.9,0.321,4.8,11,0.437,0.446,2.3,2.7,0.836,0.6,2.1,2.6,6.2,0.8,0.1,1.8,2.5,14.6,2001,76,190,"UNC",1997,2008,"Not Rookie",8.1,14.4,"PG",1,4
"Jerry Stackhouse","SF",27,"DET",76,76,35.3,6.9,17.4,0.397,1.1,3.9,0.287,5.8,13.4,0.43,0.43,6.5,7.6,0.858,1,3.1,4.1,5.3,1,0.5,3.5,2.1,21.4,2001,78,218,"UNC",1996,2013,"Not Rookie",10.5,18.3,"SF",3,5
"Joseph Forte","SG",20,"BOS",8,0,4.9,0.1,1.5,0.083,0,0.4,0,0.1,1.1,0.111,0.083,0.5,0.5,1,0.1,0.6,0.8,0.8,0.3,0,0.4,0.1,0.8,2001,76,194,"UNC",2002,2003,"Not Rookie",1.4,0.9,"SG",2,-1
"Michael Jordan","SF",38,"WAS",60,53,34.9,9.2,22.1,0.416,0.2,0.9,0.189,9,21.2,0.426,0.42,4.4,5.6,0.79,0.8,4.8,5.7,5.2,1.4,0.4,2.7,2,22.9,2001,78,195,"UNC",1985,2003,"Not Rookie",12.9,20,"SF",3,16
"Rasheed Wallace","PF",27,"POR",79,79,37.5,7.6,16.3,0.469,1.4,4,0.36,6.2,12.3,0.504,0.513,2.5,3.5,0.734,1.7,6.4,8.2,1.9,1.3,1.3,1.7,2.7,19.3,2001,82,225,"UNC",1996,2013,"Not Rookie",8.7,21.6,"PF",4,5
"Rick Fox","SF",32,"LAL",82,82,27.9,3.1,7.4,0.421,0.8,2.5,0.313,2.3,4.8,0.479,0.475,0.9,1,0.824,1.1,3.6,4.7,3.5,0.8,0.3,1.6,3,7.9,2001,79,230,"UNC",1992,2004,"Not Rookie",4.3,11.3,"SF",3,9
"Scott Williams","PF",33,"DEN",41,16,18,2.1,5.3,0.396,0,0,0,2.1,5.2,0.4,0.396,0.7,1,0.732,2,3.1,5.1,0.3,0.4,0.8,0.9,2.4,4.9,2001,82,230,"UNC",1991,2005,"Not Rookie",3.2,7.4,"PF",4,10
"Shammond Williams","SG",26,"SEA",50,2,12.1,1.6,3.9,0.42,0.6,1.5,0.373,1.1,2.4,0.449,0.492,0.6,0.8,0.795,0.3,0.9,1.3,1.7,0.4,0,0.7,0.7,4.4,2001,73,201,"UNC",1999,2007,"Not Rookie",2.3,4.8,"SG",2,2
"Antawn Jamison","SF",26,"GSW",82,82,39.3,8.4,17.9,0.47,0.8,2.5,0.311,7.6,15.4,0.496,0.492,4.6,5.8,0.789,2.4,4.7,7,1.9,0.9,0.5,2.2,2.4,22.2,2002,80,223,"UNC",1999,2014,"Not Rookie",9.5,20.8,"SF",3,3
"Brendan Haywood","C",23,"WAS",81,69,23.8,2.1,4.2,0.51,0,0,0,2.1,4.2,0.51,0.51,1.9,3,0.633,2.4,2.6,5,0.4,0.4,1.5,0.8,2.8,6.2,2002,84,268,"UNC",2002,2015,"Rookie",2.1,10.6,"C",5,0
"George Lynch","SG",32,"NOP",81,32,18.5,1.8,4.4,0.409,0.3,1,0.354,1.5,3.5,0.425,0.448,0.5,0.9,0.554,1.7,2.6,4.4,1.3,0.8,0.2,0.6,1.7,4.5,2002,80,218,"UNC",1994,2005,"Not Rookie",2.6,8,"SG",2,8
"Hubert Davis","SG",32,"DET",43,1,7.6,0.7,1.8,0.392,0.3,0.8,0.333,0.4,1,0.442,0.468,0.1,0.1,0.833,0.1,0.7,0.8,0.7,0.1,0,0.3,0.5,1.8,2002,77,183,"UNC",1993,2004,"Not Rookie",1.1,2,"SG",2,9
"Jeff McInnis","PG",28,"POR",75,1,17.5,2.5,5.6,0.444,0.1,0.5,0.171,2.4,5.2,0.469,0.452,0.7,0.9,0.746,0.3,1,1.3,2.3,0.3,0,1,1.6,5.8,2002,76,190,"UNC",1997,2008,"Not Rookie",3.1,5.6,"PG",1,5
"Jerry Stackhouse","SG",28,"WAS",70,70,39.2,7,17.2,0.409,1,3.5,0.29,6,13.7,0.439,0.438,6.5,7.4,0.878,0.9,2.8,3.7,4.5,0.9,0.4,2.8,1.9,21.5,2002,78,218,"UNC",1996,2013,"Not Rookie",10.2,18,"SG",2,6
"Joseph Forte","SG",21,"SEA",17,0,5.1,0.6,2.1,0.286,0,0.2,0,0.6,1.9,0.313,0.286,0.2,0.4,0.667,0.2,0.4,0.6,0.6,0.2,0,0.6,0.4,1.4,2002,76,194,"UNC",2002,2003,"Rookie",1.5,0.7,"SG",2,0
"Michael Jordan","SF",39,"WAS",82,67,37,8.3,18.6,0.445,0.2,0.7,0.291,8.1,18,0.45,0.45,3.2,4,0.821,0.9,5.2,6.1,3.8,1.5,0.5,2.1,2.1,20,2002,78,195,"UNC",1985,2003,"Not Rookie",10.3,19.5,"SF",3,17
"Rasheed Wallace","PF",28,"POR",74,74,36.3,7,14.8,0.471,1.5,4.1,0.358,5.5,10.6,0.515,0.521,2.7,3.7,0.735,1.5,5.9,7.4,2.1,0.9,1,1.9,3,18.1,2002,82,225,"UNC",1996,2013,"Not Rookie",7.8,19.8,"PF",4,6
"Rick Fox","SF",33,"LAL",76,75,28.7,3.4,8.2,0.422,1.4,3.7,0.375,2.1,4.5,0.46,0.506,0.7,0.9,0.754,0.8,3.4,4.3,3.3,0.9,0.2,1.6,2.8,9,2002,79,230,"UNC",1992,2004,"Not Rookie",4.8,11.3,"SF",3,10
"Scott Williams","C",34,"PHO",69,33,12.6,1.7,4.2,0.411,0,0,0,1.7,4.2,0.414,0.411,0.5,0.6,0.786,1,1.8,2.8,0.3,0.4,0.3,0.5,2.3,4,2002,82,230,"UNC",1991,2005,"Not Rookie",2.5,4.8,"C",5,11
"Shammond Williams","PG",27,"TOT",78,11,24.1,2.9,7.4,0.394,1.2,3.3,0.356,1.7,4.1,0.425,0.474,1,1.3,0.765,0.3,1.9,2.2,3.4,1,0.1,1.5,1.8,8,2002,73,201,"UNC",1999,2007,"Not Rookie",4.5,8.7,"PG",1,3
"Antawn Jamison","SF",27,"DAL",82,2,29,6,11.1,0.535,0.2,0.5,0.4,5.8,10.6,0.541,0.543,2.7,3.6,0.748,2.8,3.5,6.3,0.9,1,0.4,1,2.1,14.8,2003,80,223,"UNC",1999,2014,"Not Rookie",5.1,17.3,"SF",3,4
"Brendan Haywood","C",24,"WAS",77,59,19.3,2.6,5,0.515,0,0,0,2.6,5,0.517,0.515,1.8,3,0.585,2.4,2.6,5,0.6,0.4,1.3,1,2,7,2003,84,268,"UNC",2002,2015,"Not Rookie",2.4,10.9,"C",5,1
"George Lynch","SF",33,"NOP",78,51,21.8,1.9,4.8,0.397,0.6,1.8,0.309,1.4,3,0.449,0.455,0.4,0.7,0.667,1.2,2.8,4,1.5,0.6,0.2,0.8,2,4.8,2003,80,218,"UNC",1994,2005,"Not Rookie",2.9,7.4,"SF",3,9
"Hubert Davis","SG",33,"TOT",17,0,4.6,0.1,0.6,0.091,0,0.1,0,0.1,0.6,0.1,0.091,0.1,0.1,1,0.1,0.4,0.5,0.2,0.1,0,0.2,0.7,0.2,2003,77,183,"UNC",1993,2004,"Not Rookie",0.5,0.3,"SG",2,10
"Jeff McInnis","SG-PG",29,"TOT",70,57,33.8,4.8,10.7,0.447,0.7,1.8,0.362,4.1,8.9,0.465,0.478,1.6,2,0.797,0.5,2,2.5,6.1,1,0.1,1.7,2.3,11.8,2003,76,190,"UNC",1997,2008,"Not Rookie",5.9,13.9,"SG",2,6
"Jerry Stackhouse","SF",29,"WAS",26,17,29.8,4.9,12.3,0.399,0.9,2.5,0.354,4,9.8,0.41,0.435,3.2,4,0.806,0.6,3,3.6,4,0.9,0.1,3.4,1.9,13.9,2003,78,218,"UNC",1996,2013,"Not Rookie",7.4,11.7,"SF",3,7
"Rasheed Wallace","PF",29,"TOT",68,66,35.1,6.3,14.3,0.436,1.2,3.6,0.331,5,10.7,0.472,0.478,2.3,3.1,0.736,1.5,5.3,6.8,2.3,0.9,1.8,1.8,2.8,16,2003,82,225,"UNC",1996,2013,"Not Rookie",8,18,"PF",4,7
"Rick Fox","SF",34,"LAL",38,34,22.3,1.9,4.9,0.392,0.4,1.6,0.246,1.5,3.3,0.464,0.433,0.6,0.8,0.733,0.8,1.9,2.7,2.6,0.8,0.1,1.3,2.6,4.8,2003,79,230,"UNC",1992,2004,"Not Rookie",3,6.7,"SF",3,11
"Scott Williams","C",35,"TOT",43,21,12.3,2.1,4.3,0.484,0,0.1,0.667,2,4.3,0.481,0.489,0.4,0.6,0.593,0.9,2.2,3.1,0.4,0.5,0.4,0.4,2.2,4.6,2003,82,230,"UNC",1991,2005,"Not Rookie",2.2,6.4,"C",5,12
"Shammond Williams","SG-PG",28,"TOT",53,4,14.4,1.6,4.4,0.375,0.6,1.9,0.3,1.1,2.5,0.432,0.44,1,1.1,0.879,0.2,1,1.1,2.2,0.7,0,0.9,1.2,4.8,2003,73,201,"UNC",1999,2007,"Not Rookie",2.8,5.1,"SG",2,4
"Antawn Jamison","PF",28,"WAS",68,68,38.3,7.6,17.5,0.437,1,3.1,0.341,6.6,14.4,0.457,0.466,3.3,4.4,0.76,2.4,5.3,7.6,2.3,0.8,0.2,1.7,2.2,19.6,2004,80,223,"UNC",1999,2014,"Not Rookie",9.9,18.9,"PF",4,5
"Brendan Haywood","C",25,"WAS",68,68,27.4,3.5,6.3,0.56,0,0,0,3.5,6.3,0.56,0.56,2.3,3.8,0.609,3,3.9,6.8,0.8,0.8,1.7,1.4,3.2,9.4,2004,84,268,"UNC",2002,2015,"Not Rookie",2.8,15.3,"C",5,2
"George Lynch","SF",34,"NOP",44,27,21.2,1.5,4.3,0.36,0.3,0.8,0.297,1.3,3.5,0.375,0.389,0.4,0.5,0.739,1.3,2.7,4,2,0.7,0.3,1.3,1.9,3.7,2004,80,218,"UNC",1994,2005,"Not Rookie",2.8,6.6,"SF",3,10
"Jeff McInnis","PG",30,"CLE",76,69,34.9,5,12,0.412,1.2,3.5,0.345,3.8,8.6,0.439,0.462,1.7,2.1,0.813,0.4,1.6,2.1,5.1,0.7,0,1.5,2.3,12.8,2004,76,190,"UNC",1997,2008,"Not Rookie",7,12.2,"PG",1,7
"Jerry Stackhouse","SG",30,"DAL",56,7,28.9,4.9,11.8,0.414,0.6,2.1,0.267,4.3,9.7,0.446,0.438,4.5,5.3,0.849,0.7,2.6,3.3,2.3,0.9,0.2,1.9,1.9,14.9,2004,78,218,"UNC",1996,2013,"Not Rookie",6.9,12.8,"SG",2,8
"Rasheed Wallace","PF",30,"DET",79,79,34,5.9,13.4,0.44,0.9,3,0.318,5,10.5,0.475,0.475,1.7,2.5,0.697,2.2,5.9,8.2,1.8,0.8,1.5,1.6,3,14.5,2004,82,225,"UNC",1996,2013,"Not Rookie",7.5,17.7,"PF",4,8
"Scott Williams","C",36,"CLE",19,0,8,0.6,2.2,0.293,0,0.1,0,0.6,2.1,0.3,0.293,0.5,0.6,0.818,0.8,0.8,1.6,0.4,0.2,0.3,0.3,1.6,1.7,2004,82,230,"UNC",1991,2005,"Not Rookie",1.6,2.3,"C",5,13
"Antawn Jamison","SF",29,"WAS",82,80,40.1,8,18.2,0.442,1.8,4.5,0.394,6.3,13.7,0.458,0.491,2.6,3.6,0.731,2,7.3,9.3,1.9,1.1,0.1,1.7,2.3,20.5,2005,80,223,"UNC",1999,2014,"Not Rookie",10.2,21,"SF",3,6
"Brendan Haywood","C",26,"WAS",79,70,23.8,2.8,5.5,0.514,0,0,0,2.8,5.5,0.514,0.514,1.7,2.8,0.585,2.5,3.4,5.9,0.6,0.4,1.3,1.2,2.9,7.3,2005,84,268,"UNC",2002,2015,"Not Rookie",2.7,11.6,"C",5,3
"Jeff McInnis","SG",31,"BRK",28,1,17.4,2.3,5.1,0.441,0.1,0.6,0.188,2.1,4.5,0.472,0.451,0.7,1,0.69,0.4,1.4,1.8,1.9,0.4,0.1,1,1.3,5.3,2005,76,190,"UNC",1997,2008,"Not Rookie",2.8,5.7,"SG",2,8
"Jerry Stackhouse","SG",31,"DAL",55,11,27.7,4.4,11,0.401,0.7,2.4,0.277,3.7,8.6,0.436,0.431,3.5,4,0.882,0.6,2.2,2.8,2.9,0.7,0.2,2.2,1.7,13,2005,78,218,"UNC",1996,2013,"Not Rookie",6.6,10.8,"SG",2,9
"Rashad McCants","SG",21,"MIN",79,12,17.2,3.1,6.8,0.45,0.8,2.3,0.372,2.2,4.5,0.49,0.513,1,1.3,0.736,0.4,1.4,1.8,0.8,0.6,0.3,1.1,2.2,7.9,2005,76,207,"UNC",2006,2009,"Not Rookie",3.7,6.6,"SG",2,-1
"Rasheed Wallace","PF",31,"DET",80,80,34.8,5.7,13.3,0.43,1.9,5.4,0.357,3.8,7.9,0.48,0.503,1.7,2.3,0.743,1.1,5.7,6.8,2.3,1,1.6,1.1,2.9,15.1,2005,82,225,"UNC",1996,2013,"Not Rookie",7.6,18.1,"PF",4,9
"Sean May","PF",21,"CHO",23,1,17.3,3,7.4,0.409,0,0.2,0,3,7.2,0.422,0.409,2.1,2.8,0.766,1.8,2.9,4.7,1,0.7,0.5,1.4,2.5,8.2,2005,81,266,"UNC",2006,2010,"Not Rookie",4.4,9.3,"PF",4,-1
"Antawn Jamison","PF",30,"WAS",70,70,38,7.3,16.3,0.45,2,5.4,0.364,5.3,10.9,0.492,0.51,3.2,4.4,0.736,1.9,6.1,8,1.9,1.1,0.5,1.5,2.8,19.8,2006,80,223,"UNC",1999,2014,"Not Rookie",9,20.8,"PF",4,7
"Brendan Haywood","C",27,"WAS",77,49,22.6,2.6,4.6,0.558,0,0,0,2.6,4.6,0.558,0.558,1.5,2.7,0.548,2.5,3.7,6.2,0.6,0.4,1.1,1.2,2.7,6.6,2006,84,268,"UNC",2002,2015,"Not Rookie",2,11.7,"C",5,4
"David Noel","PF",22,"MIL",68,0,11.6,1,2.6,0.367,0.3,0.8,0.321,0.7,1.8,0.387,0.415,0.5,0.6,0.86,0.6,1.2,1.8,1,0.4,0.1,0.6,1.1,2.7,2006,78,230,"UNC",2007,2007,"Not Rookie",1.6,3.8,"PF",4,-1
"Jeff McInnis","PG",32,"CHO",38,3,18.5,1.9,4.8,0.392,0,0.2,0.125,1.8,4.6,0.405,0.395,0.6,0.8,0.688,0.4,1.3,1.6,3.3,0.4,0,1.1,1.9,4.3,2006,76,190,"UNC",1997,2008,"Not Rookie",2.9,5.6,"PG",1,9
"Jerry Stackhouse","SF",32,"DAL",67,8,24.1,4.2,9.8,0.428,0.9,2.4,0.383,3.3,7.3,0.443,0.476,2.7,3.2,0.847,0.6,1.6,2.2,2.8,0.8,0.1,1.7,1.2,12,2006,78,218,"UNC",1996,2013,"Not Rookie",5.6,10.6,"SF",3,10
"Rashad McCants","SG",22,"MIN",37,0,15,1.7,4.8,0.35,0.5,2,0.267,1.1,2.8,0.412,0.407,1.1,1.6,0.69,0.4,0.9,1.3,1,0.7,0.2,1.1,1.9,5,2006,76,207,"UNC",2006,2009,"Rookie",3.1,4,"SG",2,0
